Zone,Production,Importations - Quantité,Exportations - Quantité,Pertes,Nourriture,Disponibilité intérieure,Variation de stock,Aliments pour animaux,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Population_1000,Taux_dependance_alimentaire,Ratio_pertes,Production_par_capita,Ratio_export_import
Oman,1845.0,3473.0,1005.0,129.0,3314.0,4206.0,107.0,319.0,34.80952380952381,8.448928571428572,0.9141666666666668,1.0123809523809524,4665.928,0.8257249582204094,0.030670463463988714,0.39541964740569346,0.28937509663832517
Ouganda,29825.0,1766.0,1973.0,915.0,22210.0,29493.0,116.0,438.0,23.81111111111111,5.93021978021978,0.4908791208791209,0.574945054945055,41166.588,0.05987861323437381,0.03102430980150172,0.7244952939870729,1.1172134104114324
Pakistan,197409.0,8662.0,8155.0,12421.0,97663.0,194476.0,3442.0,7160.0,26.123595505617978,5.277640449438202,0.8148888888888889,0.7443820224719101,207906.209,0.04454020010417635,0.06386906320641589,0.949509877554884,0.9414683743398321
Panama,5352.0,1603.0,593.0,111.0,2678.0,6309.0,53.0,629.0,32.632183908045974,7.501954022988505,0.9127586206896552,0.9128735632183909,4106.769,0.2540814306417133,0.017593910668265864,1.3032139613370117,0.36993114789073744
Paraguay,32070.0,643.0,10641.0,1929.0,4591.0,20751.0,1324.0,3831.0,32.63095238095238,7.957023809523809,1.0913095238095238,0.8553571428571428,6867.061,0.03098645699067722,0.09295937097203166,4.670119477587359,16.548963376417767
Pays-Bas,48741.0,59902.0,58877.0,1046.0,16093.0,50369.0,-563.0,12626.0,41.151898734177216,11.962405063291138,1.6360759493670887,1.3218987341772153,17021.347,1.189263213697647,0.020766741035820824,2.8635217375263107,0.9828887018315131
Philippines,117231.0,15370.0,9460.0,3992.0,60377.0,120018.0,3121.0,9623.0,30.295454545454547,6.309450549450549,0.6198863636363637,0.7120454545454545,105172.925,0.12806412264773515,0.033261677137915335,1.114649981307927,0.6154846704304053
Pologne,99238.0,14133.0,23813.0,3351.0,34707.0,86080.0,3475.0,22638.0,43.53086419753087,11.288765432098765,1.5892592592592591,1.2718518518518518,37953.18,0.16418447764655578,0.038928902893483934,2.6147478916194142,1.6849216949747616
Polynésie française,230.0,157.0,9.0,15.0,186.0,374.0,6.0,13.0,35.573170731707314,8.277439024390244,1.5329268292682927,1.1891463414634147,276.102,0.4197849738369684,0.04010684463410526,0.8330224590098624,0.05732447564028254
Portugal,12584.0,11969.0,5266.0,647.0,10716.0,18562.0,751.0,3488.0,42.609756097560975,12.697439024390244,1.7687804878048778,1.3952439024390244,10288.527,0.6448119467292346,0.03485615586379938,1.223109855948295,0.4399698855401549
Pérou,44186.0,8759.0,8069.0,4440.0,21877.0,46941.0,296.0,5098.0,30.744444444444444,7.646153846153846,0.5467032967032966,0.8613186813186813,31444.298,0.18659593560861645,0.094586819739954,1.4052149803053329,0.9212237788304853
Roumanie,51510.0,8093.0,15862.0,751.0,20595.0,36894.0,6850.0,8354.0,42.98780487804878,12.776341463414635,1.4964634146341462,1.3002439024390244,19653.969,0.21935815527299413,0.020355612827136858,2.620844541840656,1.9599651600191326
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,74136.0,38016.0,14656.0,1671.0,60347.0,94597.0,2931.0,14164.0,40.32941176470588,10.634823529411765,1.6561176470588237,1.222,66727.461,0.40187320526154946,0.017664407775464255,1.111026821310842,0.385521875380843
Rwanda,7847.0,616.0,57.0,759.0,8692.0,9101.0,-698.0,341.0,25.113636363636363,8.152359550561798,0.3091011235955056,0.6651685393258427,11980.961,0.06768486235744837,0.08339741969042745,0.6549557539703407,0.0925323173176667
République centrafricaine,2670.0,46.0,2.0,159.0,2206.0,2706.0,6.0,30.0,19.931818181818183,5.400224719101123,0.5495505617977529,0.5213483146067416,4596.023,0.016999254619639827,0.05875829314179854,0.58093691416755,0.043477315710528035
République de Corée,34733.0,29381.0,3305.0,2251.0,40830.0,61001.0,-113.0,11519.0,38.735632183908045,9.184482758620689,1.2352873563218392,1.1145977011494252,51096.415,0.4816478339429217,0.036901033804346915,0.6797541338320089,0.11248765826596582
République de Moldova,7957.0,596.0,2723.0,321.0,2370.0,5581.0,242.0,1444.0,29.9625,7.303125,0.857,0.7915,4059.684,0.10679087855386515,0.05751656378488375,1.9600042860468236,4.568784280563288
République dominicaine,15241.0,3277.0,1028.0,985.0,8289.0,17126.0,370.0,1583.0,32.08988764044944,8.765888888888888,1.1986516853932585,0.7512359550561798,10513.104,0.191346479543006,0.05751488628314339,1.4497144278498122,0.3137014605732497
République populaire démocratique de Corée,14515.0,1001.0,128.0,1090.0,12532.0,16438.0,-1053.0,1174.0,27.84931506849315,6.398831168831169,0.5152702702702703,0.7063513513513513,25429.825,0.06089548236430938,0.06630976601108614,0.570786445805803,0.127872000127872
République-Unie de Tanzanie,45188.0,1708.0,998.0,3540.0,31888.0,43867.0,2032.0,2725.0,26.263736263736263,6.410659340659341,0.59010989010989,0.6565934065934066,54660.339,0.038935873459870214,0.08069847309598394,0.8267054321286695,0.5843087913882955
Saint-Kitts-et-Nevis,28.0,28.0,1.0,0.0,23.0,50.0,3.0,0.0,31.860759493670887,6.675569620253165,1.229620253164557,0.9729113924050633,52.045,0.5599888002239956,0.0,0.5379856280982208,0.03571301024963394
Saint-Vincent-et-les Grenadines,170.0,82.0,37.0,12.0,67.0,206.0,5.0,56.0,35.68674698795181,7.925180722891565,0.956987951807229,1.0743373493975903,109.827,0.3980563201149509,0.058252144407065984,1.5478748588702333,0.45121400958524893
Sainte-Lucie,68.0,104.0,36.0,9.0,96.0,134.0,1.0,3.0,30.906976744186046,6.466046511627908,0.9602325581395349,1.0030232558139534,180.954,0.7761136110924545,0.06716367788300087,0.37578403470476085,0.3461505177834828
Samoa,293.0,70.0,18.0,18.0,159.0,346.0,-1.0,40.0,36.23170731707317,10.163780487804878,1.6965853658536585,1.0451219512195122,195.352,0.2023115540128497,0.052022971031875635,1.4998489913131612,0.25713918372594674
Sao Tomé-et-Principe,147.0,43.0,7.0,15.0,123.0,177.0,5.0,9.0,30.59493670886076,7.776329113924051,0.9432911392405062,0.6582278481012658,207.089,0.24293648058485545,0.08474528392494958,0.709836303056642,0.16278691193228065
Serbie,17550.0,1231.0,4798.0,651.0,6582.0,14588.0,-600.0,3141.0,34.9875,9.31125,1.047625,1.030375,8829.628,0.08438441977074172,0.04462571671060346,1.9876259806612484,3.8976410254743903
Sierra Leone,8263.0,864.0,52.0,2745.0,3935.0,9071.0,3.0,1594.0,30.271604938271604,6.4827160493827165,0.6620987654320987,0.6871604938271605,7488.423,0.09524858392144372,0.30261268850042017,1.103436450713795,0.060185115526486664
Slovaquie,8036.0,3973.0,4725.0,194.0,3750.0,7386.0,-105.0,1009.0,34.6375,8.607125,1.9888750000000002,0.778125,5447.9,0.5379094857961704,0.02626590491931967,1.4750635152878147,1.1892773246218664
Slovénie,2034.0,2414.0,1741.0,230.0,1902.0,2703.0,3.0,355.0,39.02439024390244,11.193658536585366,1.4679268292682928,1.1986585365853657,2076.394,0.8930814306025043,0.08509060854953439,0.9795824012290533,0.7212093118436984
Soudan,28852.0,4063.0,776.0,1806.0,20653.0,31387.0,750.0,956.0,26.42391304347826,5.500652173913044,0.7408695652173912,0.7378260869565217,40813.397,0.12944849366143646,0.057539743921376875,0.7069247211418173,0.19099183091512897
Sri Lanka,9574.0,4562.0,856.0,673.0,10796.0,14141.0,-849.0,830.0,29.647727272727273,5.741460674157302,0.5676136363636364,0.7303409090909091,21128.032,0.32260799642118687,0.047592104689052776,0.4531420411923817,0.1876369601847961
Suisse,10086.0,4978.0,2030.0,211.0,7860.0,12871.0,152.0,2041.0,41.13253012048193,11.201084337349398,1.7984337349397592,1.1501204819277107,8455.804,0.38676090538723445,0.01639344134927812,1.1927900418706439,0.40779421297826174
Suriname,701.0,189.0,184.0,49.0,326.0,654.0,45.0,52.0,32.853658536585364,7.091341463414635,0.9378048780487805,0.7335365853658536,570.496,0.2889903838067526,0.0749234328387877,1.228753174863321,0.9735398225406214
Suède,14995.0,7939.0,5401.0,451.0,9200.0,16839.0,694.0,3059.0,36.94252873563219,10.675862068965516,1.5486206896551722,1.2302298850574713,9904.896,0.47146502337044816,0.026783061536726556,1.5138976205406274,0.6803122962196377
Sénégal,6340.0,4051.0,784.0,467.0,6771.0,9756.0,-151.0,285.0,28.692307692307693,4.77391304347826,0.7985869565217392,0.6572826086956521,15419.355,0.41523160975485757,0.04786797377327042,0.4111715171502623,0.19353241334672588
Tadjikistan,6874.0,1579.0,131.0,412.0,4802.0,8263.0,61.0,2823.0,32.292307692307695,7.514305555555556,0.8576119402985075,0.839090909090909,8880.268,0.19109280030342488,0.0498608193318626,0.774075650185822,0.0829638486612738
Tchad,7547.0,219.0,215.0,703.0,5154.0,7109.0,443.0,265.0,27.526315789473685,3.7338043478260867,0.7319230769230769,0.9157142857142858,15016.753,0.03080601620396452,0.09888871868213268,0.5025719939209232,0.981730677028872
Tchéquie,22426.0,6406.0,8951.0,588.0,9251.0,20651.0,-766.0,3257.0,40.9375,10.86525,1.7710000000000001,1.081,10641.034,0.3102028807223437,0.02847319604507307,2.107501760871945,1.3972835783197661
Thaïlande,231734.0,12436.0,67587.0,6963.0,38386.0,185696.0,-9121.0,15068.0,32.86046511627907,6.524588235294118,0.746279069767442,0.7086046511627907,69209.81,0.06696967049925863,0.03749676871070584,3.3482825144544894,5.434785667836469
Timor-Leste,414.0,184.0,6.0,20.0,483.0,535.0,55.0,16.0,28.56,5.202933333333334,0.5996,0.7692000000000001,1243.258,0.3439245907951574,0.0373831076951258,0.33299577964044497,0.03260851843196504
Togo,4395.0,909.0,284.0,529.0,3422.0,4798.0,223.0,479.0,28.541176470588237,5.236,0.6592941176470588,0.674235294117647,7698.474,0.18945389965529394,0.11025424963437898,0.5708922871088105,0.31243089941595226
Trinité-et-Tobago,332.0,732.0,176.0,16.0,704.0,893.0,-4.0,104.0,34.53409090909091,5.816022727272728,1.010340909090909,0.9620454545454545,1384.059,0.8197079286585346,0.017917113194722067,0.23987399390199848,0.2404368300043306
Tunisie,10994.0,5658.0,1170.0,920.0,9881.0,15095.0,382.0,2539.0,41.795180722891565,10.410120481927711,1.184578313253012,1.1924096385542169,11433.443,0.37482607652692435,0.06094732951657307,0.9615650367465831,0.20678681392951326
Turkménistan,6138.0,1306.0,63.0,302.0,3957.0,7519.0,-139.0,2459.0,35.9,8.598,1.079125,1.1604999999999999,5757.667,0.17369328718003893,0.04016491020549139,1.0660566048615514,0.04823886046029061
Turquie,151836.0,16773.0,18501.0,12229.0,76182.0,147657.0,2478.0,24205.0,43.146341463414636,11.453170731707317,1.5367073170731709,1.2341463414634146,81116.45,0.11359434287846602,0.08282031950520247,1.8718274545813154,1.103022649316005
Ukraine,155516.0,2661.0,58297.0,3651.0,38058.0,100926.0,-1046.0,23215.0,38.88461538461539,10.966923076923077,1.0182051282051283,1.1044871794871796,44487.709,0.026365851947309393,0.03617501896265562,3.4957070166120037,21.907921116902997
Uruguay,10656.0,973.0,7236.0,425.0,2617.0,4440.0,-51.0,867.0,37.963855421686745,9.177590361445784,1.32,1.0151807228915664,3436.641,0.21914409478736602,0.0957206991620047,3.1007012077487266,7.436785779254081
Vanuatu,529.0,49.0,159.0,21.0,184.0,443.0,-27.0,55.0,32.382716049382715,8.097283950617284,1.2130864197530864,0.7866666666666666,285.51,0.11060923113040377,0.047403956198744476,1.852818280206367,3.2448317381277936
Venezuela (République bolivarienne du),15593.0,4662.0,71.0,1103.0,15699.0,21360.0,-1175.0,1472.0,25.82758620689655,6.000561797752808,0.7369318181818181,0.6397727272727273,29402.484,0.21825841674820146,0.05163857436148996,0.5303293242050799,0.015229511962781645
Viet Nam,126883.0,25602.0,24182.0,7797.0,67490.0,119375.0,8928.0,17903.0,36.725,8.595903614457832,0.9806250000000001,1.125375,94600.648,0.21446701391022396,0.0653151826989304,1.3412487265282926,0.9445355462645283
Yémen,3413.0,6131.0,277.0,156.0,8415.0,8926.0,341.0,303.0,24.258823529411764,3.437159090909091,0.45325581395348835,0.6190697674418605,27834.819,0.6868697415561571,0.017477031427623635,0.12261620517035857,0.04518022424070718
Zambie,12992.0,527.0,831.0,581.0,5998.0,12219.0,469.0,1180.0,22.818181818181817,3.999887640449438,0.5076136363636364,0.6711363636363636,16853.599,0.04312954880681326,0.047548895363868124,0.7708738785778707,1.5768471027569209
Zimbabwe,7579.0,1078.0,217.0,370.0,4812.0,9155.0,-712.0,128.0,24.908045977011493,3.8847126436781605,0.655632183908046,0.5885057471264368,14236.595,0.11774985060078093,0.04041506931566692,0.5323604041303132,0.2012985145653854
Égypte,100210.0,25755.0,4842.0,8372.0,72094.0,120217.0,904.0,13410.0,38.54651162790697,8.593218390804598,0.6605813953488372,1.1194186046511627,96442.591,0.21423758524802994,0.069640732428519,1.0390637364868833,0.18800232234508552
Émirats arabes unis,1793.0,14986.0,4914.0,525.0,5958.0,11795.0,95.0,1479.0,42.65822784810127,7.945189873417721,1.1305063291139241,1.357721518987342,9487.203,1.2705382559950609,0.04451038198301128,0.18899140357896804,0.3279060237617761
Équateur,30843.0,2134.0,8897.0,860.0,9465.0,23810.0,377.0,1017.0,29.375,6.404772727272728,1.0026966292134831,0.7389887640449437,16785.361,0.0896262037116252,0.036119276097468456,1.8374938830631116,4.169163931975664
États-Unis d'Amérique,974034.0,84507.0,207278.0,36551.0,322036.0,849821.0,1454.0,151389.0,43.241379310344826,11.38367816091954,1.9195402298850575,1.3058620689655172,325084.756,0.09944094097528662,0.043010233869238065,2.9962462989305894,2.4527908640374068
Éthiopie,52164.0,2967.0,1259.0,2915.0,38502.0,55860.0,-1983.0,4710.0,26.181818181818183,4.019666666666667,0.30112359550561796,0.7375280898876404,106399.924,0.05311492923174133,0.05218403057314661,0.4902635034752139,0.424334201437748
Îles Salomon,1059.0,124.0,164.0,54.0,419.0,989.0,31.0,15.0,30.897435897435898,8.458846153846153,0.6532051282051282,0.6876923076923077,636.039,0.12537904410612324,0.0546005514655698,1.6649896232941326,1.3225699792743606
