CODDEP,COM,PMUN,PTOT,Id_codedep_codecommune,Geolocalisation
8,Rumigny,293,297,8373,"49.8046346416,4.27087313138"
8,La Sabotterie,121,121,8374,"49.5447543677,4.66996190814"
8,Sachy,178,183,8375,"49.6698224813,5.12802048203"
8,Sailly,251,256,8376,"49.6003253149,5.17350598808"
8,Saint-Aignan,156,158,8377,"49.6549320402,4.85224753054"
8,Saint-Clément-Ã -Arnes,108,109,8378,"49.296522428,4.43477270417"
8,Saint-Etienne-Ã -Arnes,243,253,8379,"49.3075159297,4.51140608204"
8,Saint-Fergeux,216,220,8380,"49.5733658942,4.20117468938"
8,Saint-Germainmont,821,833,8381,"49.5206305047,4.13492327626"
8,Saint-Jean-aux-Bois,99,102,8382,"49.7249592025,4.30626886123"
8,Saint-Juvin,102,106,8383,"49.3375839286,4.95354630856"
8,Saint-Lambert-et-Mont-de-Jeux,144,147,8384,"49.4980282741,4.62474617403"
8,Saint-Laurent,1071,1242,8385,"49.759138963,4.77607432501"
8,Saint-Loup-en-Champagne,344,351,8386,"49.4528238096,4.21534946763"
8,Saint-Loup-Terrier,182,188,8387,"49.5716750699,4.61321601262"
8,Saint-Marceau,344,355,8388,"49.7064000301,4.720080151"
8,Saint-Marcel,335,342,8389,"49.7678945166,4.57513627257"
8,Sainte-Marie,79,83,8390,"49.3713339748,4.67168297398"
8,Saint-Menges,947,963,8391,"49.759865829,4.93156116451"
8,Saint-Morel,197,208,8392,"49.3388158737,4.69739675474"
8,Saint-Pierre-Ã -Arnes,66,67,8393,"49.2962803328,4.46414717799"
8,Saint-Pierremont,72,75,8394,"49.4891932273,4.94533489491"
8,Saint-Pierre-sur-Vence,136,140,8395,"49.7017731605,4.68314991741"
8,Saint-Quentin-le-Petit,122,122,8396,"49.5855722435,4.08056425414"
8,Saint-Remy-le-Petit,50,50,8397,"49.399507719,4.23173978008"
8,Sainte-Vaubourg,89,91,8398,"49.4597154807,4.59237076112"
8,Sapogne-sur-Marche,139,142,8399,"49.5978665854,5.3136409637"
8,Sapogne-et-Feuchères,515,525,8400,"49.6594664485,4.80045594688"
8,Saulces-Champenoises,231,234,8401,"49.4466612892,4.50417073987"
8,Saulces-Monclin,831,840,8402,"49.5762159457,4.50750212768"
8,Sault-lès-Rethel,1916,1932,8403,"49.4872135038,4.35605993632"
8,Sault-Saint-Remy,218,221,8404,"49.4246765802,4.15669310399"
8,Sauville,235,243,8405,"49.5508316655,4.78667759397"
8,Savigny-sur-Aisne,373,385,8406,"49.359523814,4.72150823362"
8,Séchault,59,59,8407,"49.2714856559,4.73688759461"
8,Sécheval,561,571,8408,"49.859604641,4.66995420304"
8,Sedan,16092,16429,8409,"49.697058875,4.9298505244"
8,Semide,178,193,8410,"49.3291026008,4.57642997944"
8,Semuy,89,89,8411,"49.4956881485,4.66294910211"
8,Senuc,159,163,8412,"49.3080610685,4.85209059171"
8,Seraincourt,264,267,8413,"49.6220794201,4.18799249278"
8,Sery,338,350,8415,"49.5893011177,4.36138115369"
8,Seuil,170,176,8416,"49.474185421,4.45289966908"
8,Sévigny-la-Forêt,278,286,8417,"49.8792027455,4.47923063972"
8,Sévigny-Waleppe,224,227,8418,"49.6171678844,4.08045801984"
8,Signy-l'Abbaye,1354,1382,8419,"49.7029435011,4.40415204398"
8,Signy-le-Petit,1194,1216,8420,"49.9309499097,4.2990463026"
8,Signy-Montlibert,94,94,8421,"49.5783230756,5.3108582465"
8,Singly,135,139,8422,"49.6418383616,4.70598126209"
8,Sommauthe,123,125,8424,"49.5025511911,4.98687284799"
8,Sommerance,43,44,8425,"49.3263866648,4.99327810692"
8,Son,98,98,8426,"49.5802891216,4.26717062031"
8,Sorbon,205,206,8427,"49.5514575157,4.37200155561"
8,Sorcy-Bauthémont,146,148,8428,"49.5413667574,4.53840369427"
8,Sormonne,536,550,8429,"49.8083418844,4.56343699968"
8,Stonne,39,41,8430,"49.5495309711,4.92206804747"
8,Sugny,100,106,8431,"49.3554291298,4.66082182219"
8,Sury,110,114,8432,"49.7658504549,4.61209618307"
8,Suzanne,61,63,8433,"49.5196448821,4.63904554401"
8,Sy,52,54,8434,"49.5140552485,4.87192502711"
8,Tagnon,879,892,8435,"49.4497696397,4.2922571776"
8,Taillette,407,414,8436,"49.9272427923,4.47480367257"
8,Tailly,174,180,8437,"49.4074530876,5.06834679927"
8,Taizy,104,106,8438,"49.5106550755,4.25851649147"
8,Tannay,150,159,8439,"49.5244351516,4.82484959766"
8,Tarzy,130,132,8440,"49.8762495136,4.29660246007"
8,Tétaigne,129,133,8444,"49.6494350396,5.11700090478"
8,Thelonne,419,421,8445,"49.6482212901,4.94566360048"
8,Thénorgues,79,79,8446,"49.4060946457,4.92137626366"
8,Thilay,1043,1055,8448,"49.8995068878,4.80748273961"
8,Thin-le-Moutier,640,655,8449,"49.7150524983,4.51191807216"
8,This,225,234,8450,"49.7524093055,4.61053535908"
8,Le Thour,378,386,8451,"49.5452885038,4.09027414774"
8,Thugny-Trugny,273,273,8452,"49.4774101682,4.42112351465"
8,Toges,103,106,8453,"49.4255298264,4.78533693531"
8,Touligny,86,88,8454,"49.6767256577,4.61499383082"
8,Tourcelles-Chaumont,92,93,8455,"49.3980524816,4.60160757563"
8,Tournavaux,232,236,8456,"49.8728127638,4.78394804684"
8,Tournes,1067,1094,8457,"49.7992413246,4.63988652343"
8,Tourteron,180,184,8458,"49.5406354028,4.64242519656"
8,Tremblois-lès-Carignan,149,152,8459,"49.6624363858,5.26029307221"
8,Tremblois-lès-Rocroi,153,153,8460,"49.8448912084,4.50057688801"
8,Vandy,206,207,8461,"49.4408407157,4.71763738316"
8,Vaux-Champagne,128,132,8462,"49.4463918173,4.54892328965"
8,Vaux-en-Dieulet,55,56,8463,"49.4785340396,4.9918664976"
8,Vaux-lès-Mouron,80,83,8464,"49.2980685273,4.78431750699"
8,Vaux-lès-Rubigny,44,47,8465,"49.6904205323,4.18309988343"
8,Vaux-lès-Mouzon,70,72,8466,"49.60312563,5.13703497339"
8,Vaux-Montreuil,108,108,8467,"49.5833689396,4.556489457"
8,Vaux-Villaine,193,193,8468,"49.7691050274,4.4726961277"
8,Vendresse,478,490,8469,"49.6036580688,4.79161432829"
8,Verpel,66,67,8470,"49.3818565442,4.92885901444"
8,Verrières,31,33,8471,"49.4959923626,4.88538309039"
8,Viel-Saint-Remy,297,299,8472,"49.632572198,4.48367438059"
8,Vieux-lès-Asfeld,305,312,8473,"49.4510393454,4.10610399621"
8,Villers-devant-le-Thour,418,425,8476,"49.5043027928,4.076652193"
8,Villers-devant-Mouzon,108,108,8477,"49.6273486226,5.01783217122"
8,Villers-le-Tilleul,237,240,8478,"49.6274458529,4.72758462411"
8,Villers-le-Tourneur,196,198,8479,"49.6220295169,4.56406530841"
8,Villers-Semeuse,3568,3639,8480,"49.7411448562,4.7510548564"
8,Villers-sur-Bar,253,258,8481,"49.6817820293,4.85514229057"
8,Villers-sur-le-Mont,105,108,8482,"49.6632700126,4.67936469498"
8,Ville-sur-Lumes,524,537,8483,"49.7557065835,4.79606849833"
8,Ville-sur-Retourne,82,83,8484,"49.3939644349,4.44716012221"
8,Villy,204,215,8485,"49.59384897,5.2214022788"
8,Vireux-Molhain,1467,1498,8486,"50.0772550914,4.70502555078"
8,Vireux-Wallerand,1954,2009,8487,"50.0568483332,4.74702825636"
8,Vivier-au-Court,2918,3001,8488,"49.7320421095,4.82406160373"
8,Voncq,218,221,8489,"49.4736949482,4.68141832029"
8,Vouziers,4320,4470,8490,"49.4000316087,4.70126283768"
8,Vrigne aux Bois,3572,3648,8491,"49.7370150528,4.85605381662"
8,Vrigne-Meuse,319,327,8492,"49.704875935,4.83462850241"
8,Wadelincourt,459,464,8494,"49.6805479174,4.93056331877"
8,Wagnon,131,132,8496,"49.6470472996,4.44569183886"
8,Warcq,1197,1222,8497,"49.7682874486,4.66643502857"
8,Warnécourt,385,401,8498,"49.7325377304,4.65582481048"
8,Wasigny,321,324,8499,"49.6279041536,4.35768813318"
8,Wignicourt,57,58,8500,"49.586756413,4.58208905132"
8,Williers,41,44,8501,"49.6689882863,5.30073584121"
8,Yoncq,93,96,8502,"49.5680543716,5.01664912304"
8,Yvernaumont,127,128,8503,"49.6747132911,4.66268790823"
9,Aigues-Juntes,60,61,9001,"43.0506179616,1.47151123009"
9,Aigues-Vives,645,665,9002,"43.0006575328,1.87695638902"
9,L'Aiguillon,397,406,9003,"42.9097070011,1.90052351136"
9,Albiès,121,128,9004,"42.7544533927,1.69800818291"
9,Aleu,131,133,9005,"42.893742098,1.26749393485"
9,Alliat,54,54,9006,"42.8159020056,1.58114167435"
9,Allières,72,72,9007,"43.0385438599,1.36390734959"
9,Alos,122,124,9008,"42.8984884142,1.12940450041"
9,Alzen,267,280,9009,"42.9813926821,1.45571678885"
9,Antras,71,72,9011,"42.8732630887,0.901092072285"
9,Appy,27,28,9012,"42.8035768143,1.74201642035"
9,Arabaux,81,83,9013,"42.980519234,1.63390482016"
9,Argein,192,199,9014,"42.924142227,0.990874865954"
9,Arignac,692,700,9015,"42.8760950162,1.5950781123"
9,Arnave,218,226,9016,"42.8522962517,1.64611606147"
9,Arrien-en-Bethmale,111,113,9017,"42.8837512369,1.05330418003"
9,Arrout,90,94,9018,"42.9475606635,1.01996413494"
9,Artigat,562,572,9019,"43.1431527184,1.44685366225"
9,Artigues,42,42,9020,"42.6901417235,2.03778896431"
9,Artix,121,124,9021,"43.0669064267,1.56256658589"
9,Arvigna,215,215,9022,"43.0592469458,1.72868094967"
9,Ascou,120,121,9023,"42.7192720915,1.93149239536"
9,Aston,207,212,9024,"42.680832026,1.65945312513"
9,Aucazein,55,58,9025,"42.9208994328,0.966291342849"
9,Audressein,147,148,9026,"42.9305094861,1.02016808143"
9,Augirein,79,81,9027,"42.9108818851,0.916808840124"
9,Aulus-les-Bains,160,166,9029,"42.7666138667,1.35664183654"
9,Auzat,469,479,9030,"42.7023538618,1.44304412674"
9,Axiat,42,43,9031,"42.7997046069,1.76100321573"
9,Ax-les-Thermes,1288,1354,9032,"42.6873576342,1.81825994194"
9,Bagert,37,38,9033,"43.07935173,1.07008338409"
9,Balacet,34,36,9034,"42.8882588426,0.983446901785"
9,Balaguères,196,198,9035,"42.9673311242,1.0176138943"
9,Barjac,42,42,9037,"43.062297676,1.13524619399"
9,La Bastide-de-Besplas,383,390,9038,"43.1691827843,1.27411323859"
9,La Bastide-de-Bousignac,340,353,9039,"43.0585487701,1.88443383803"
9,La Bastide-de-Lordat,287,294,9040,"43.1401849075,1.71514606106"
9,La Bastide-du-Salat,203,210,9041,"43.0614872214,1.00017697542"
9,La Bastide-de-Sérou,980,994,9042,"43.0242795037,1.42677885373"
9,La Bastide-sur-l'Hers,670,683,9043,"42.9509022615,1.89982042742"
9,Baulou,169,172,9044,"43.0181651187,1.54215154554"
9,Bédeilhac-et-Aynat,199,200,9045,"42.8795852019,1.56719798954"
9,Bédeille,67,70,9046,"43.0834902757,1.10102979799"
9,Bélesta,1072,1091,9047,"42.8934707761,1.95274389658"
9,Belloc,80,81,9048,"43.0072443769,1.93332486097"
9,Bénac,179,182,9049,"42.9583402851,1.52803181268"
9,Benagues,527,534,9050,"43.0777992381,1.60901857498"
9,Bénaix,152,156,9051,"42.895006557,1.85092848655"
9,Besset,162,170,9052,"43.072738948,1.84596031443"
9,Bestiac,19,22,9053,"42.786687605,1.80050215253"
9,Betchat,350,355,9054,"43.0851470548,1.02888628828"
9,Bethmale,93,93,9055,"42.854188599,1.07758523335"
9,Bézac,394,404,9056,"43.1525065182,1.57354933771"
9,Biert,317,322,9057,"42.9046164394,1.3087912454"
9,Bompas,192,197,9058,"42.8628959409,1.61987890527"
9,Bonac-Irazein,121,125,9059,"42.840844647,0.982612922888"
9,Bonnac,751,761,9060,"43.1726271399,1.58703667646"
9,Les Bordes-sur-Arize,505,511,9061,"43.1130459282,1.36643495416"
9,Bordes-Uchentein,199,204,9062,"42.8335034576,1.03424218178"
9,Le Bosc,109,111,9063,"42.9329534185,1.44571486476"
9,Bouan,39,39,9064,"42.7934480459,1.644027623"
9,Boussenac,213,214,9065,"42.9078454205,1.39109839522"
9,Brassac,620,630,9066,"42.9322144767,1.51243170827"
9,Brie,214,217,9067,"43.2070860138,1.51654093771"
9,Burret,42,42,9068,"42.9518821093,1.47226587915"
9,Buzan,26,26,9069,"42.9574233332,0.959841625997"
9,Les Cabannes,337,345,9070,"42.7860666312,1.68644152228"
9,Cadarcet,223,231,9071,"43.0136914773,1.50207192139"
9,Calzan,34,34,9072,"43.0326048013,1.74084762651"
9,Camarade,194,195,9073,"43.0693773441,1.27737161361"
9,Camon,147,148,9074,"43.021523452,1.96173407084"
9,Campagne-sur-Arize,285,293,9075,"43.1197500573,1.32148049798"
9,Canté,204,211,9076,"43.2487009717,1.52354253407"
9,Capoulet-et-Junac,183,184,9077,"42.7919607747,1.57570997337"
9,Carcanières,75,77,9078,"42.7083661653,2.12368180993"
9,Carla-Bayle,796,810,9079,"43.1575348436,1.37254711167"
9,Carla-de-Roquefort,176,178,9080,"42.9751735118,1.762010526"
9,Le Carlaret,275,286,9081,"43.1307609911,1.69416376028"
9,Castelnau-Durban,453,461,9082,"42.9928317992,1.33850962777"
9,Castéras,22,22,9083,"43.1273605512,1.40393071226"
9,Castex,93,94,9084,"43.1657585272,1.31957552098"
9,Castillon-en-Couserans,401,406,9085,"42.9165658331,1.05571963783"
9,Caumont,332,337,9086,"43.024099366,1.07931622344"
9,Caussou,47,47,9087,"42.7721552831,1.82193324504"
9,Caychax,15,15,9088,"42.8074176311,1.72818525568"
9,Cazals-des-Baylès,57,59,9089,"43.0932624655,1.93968174187"
9,Cazaux,37,43,9090,"43.0532282657,1.51928694563"
9,Cazavet,204,207,9091,"42.9980540032,1.03529654774"
9,Cazenave-Serres-et-Allens,60,63,9092,"42.8420776047,1.6911129703"
9,Celles,157,157,9093,"42.916897965,1.6969424831"
9,Cérizols,137,146,9094,"43.1195647903,1.06738869925"
9,Cescau,148,149,9095,"42.9288304478,1.04814357665"
9,Château-Verdun,42,45,9096,"42.7815593895,1.67722786249"
9,Clermont,115,115,9097,"43.0372197049,1.29061556438"
9,Contrazy,68,70,9098,"43.0578787696,1.20695998398"
9,Cos,394,413,9099,"42.9801592841,1.56921939947"
9,Couflens,90,91,9100,"42.7531759671,1.18280630585"
9,Coussa,282,285,9101,"43.0646378158,1.68939869661"
9,Coutens,171,173,9102,"43.0675702569,1.82251157352"
9,Crampagna,864,881,9103,"43.0283504432,1.58947099246"
9,Dalou,770,789,9104,"43.0288762332,1.64821776091"
9,Daumazan-sur-Arize,708,719,9105,"43.1445751789,1.30386151934"
9,Dreuilhe,358,374,9106,"42.9440531861,1.87119790216"
9,Dun,619,634,9107,"43.0256431764,1.79296928754"
9,Durban-sur-Arize,178,182,9108,"43.0204997035,1.34729463737"
9,Durfort,171,174,9109,"43.1953151642,1.46374682599"
9,Encourtiech,90,94,9110,"42.9635581924,1.19263328033"
9,Engomer,304,308,9111,"42.9396656596,1.06331255023"
9,Ercé,562,565,9113,"42.8341376861,1.30310687762"
9,Erp,130,132,9114,"42.9350909858,1.20010016005"
9,Esclagne,133,135,9115,"42.9809223416,1.8433667162"
9,Escosse,386,389,9116,"43.1280159573,1.54879602096"
9,Esplas,107,113,9117,"43.1866045103,1.4996220667"
9,Esplas-de-Sérou,184,188,9118,"42.9593666989,1.35387826212"
9,Eycheil,546,552,9119,"42.9553633761,1.15625348151"
9,Fabas,349,353,9120,"43.1194009842,1.11405257208"
9,Ferrières-sur-Ariège,753,853,9121,"42.9382958572,1.60726284155"
9,Foix,9493,9818,9122,"42.9658502274,1.61037495894"
9,Fornex,113,114,9123,"43.1641429511,1.24167256274"
9,Le Fossat,1046,1060,9124,"43.1796907844,1.41506357343"
9,Fougax-et-Barrineuf,432,437,9125,"42.8725013217,1.89849774718"
9,Freychenet,85,88,9126,"42.8918256148,1.73000481921"
9,Gabre,125,129,9127,"43.0659024827,1.42088834338"
9,Gajan,308,318,9128,"43.0372259317,1.13491653966"
9,Galey,115,115,9129,"42.9459014431,0.901835208774"
9,Ganac,726,735,9130,"42.9307441238,1.55979316845"
9,Garanou,147,147,9131,"42.7646194319,1.74523092663"
9,Gaudiès,250,253,9132,"43.173172647,1.73046105986"
9,Génat,22,23,9133,"42.828781368,1.56589342437"
9,Gestiès,32,33,9134,"42.7184954311,1.58490734862"
9,Gourbit,74,77,9136,"42.828206908,1.51547643918"
9,Gudas,202,206,9137,"43.0023566445,1.6795837904"
9,L'Herm,196,222,9138,"42.9730292924,1.67888356727"
9,L'Hospitalet-près-l'Andorre,102,102,9139,"42.595464483,1.7777228207"
9,Ignaux,119,125,9140,"42.7427436536,1.84606817097"
9,Illartein,73,73,9141,"42.9224446922,0.954341364793"
9,Ilhat,120,120,9142,"42.9512575133,1.7851302515"
9,Illier-et-Laramade,33,33,9143,"42.7879303453,1.54250853578"
9,Les Issards,243,252,9145,"43.0794860719,1.73901376752"
9,Justiniac,57,57,9146,"43.2144559342,1.48880175894"
9,Labatut,176,177,9147,"43.2621796954,1.521626119"
9,Lacave,124,129,9148,"43.0470411913,1.01294653058"
9,Lacourt,193,197,9149,"42.9330702659,1.17065014177"
9,Lagarde,201,207,9150,"43.0463308145,1.93595085091"
9,Lanoux,51,52,9151,"43.1200797845,1.42372651979"
9,Lapège,23,24,9152,"42.8044576552,1.55503910056"
9,Lapenne,120,124,9153,"43.1445048252,1.77562717427"
9,Larbont,59,61,9154,"42.9931704458,1.40017931392"
9,Larcat,47,47,9155,"42.7686691724,1.64646916937"
9,Larnat,20,20,9156,"42.7968380129,1.62850019482"
9,Laroque-d'Olmes,2405,2458,9157,"42.9675623246,1.87181602964"
9,Lasserre,251,258,9158,"43.0766218333,1.16412918224"
9,Lassur,97,97,9159,"42.7411070071,1.71830324497"
9,Lavelanet,6031,6196,9160,"42.9336867312,1.84586953504"
9,Léran,610,625,9161,"42.9847156991,1.91842200411"
9,Lercoul,16,16,9162,"42.7098891708,1.52802126242"
9,Lescousse,79,79,9163,"43.1491432364,1.51328236533"
9,Lescure,493,516,9164,"43.0086403307,1.24160413045"
9,Lesparrou,233,234,9165,"42.9276359247,1.93926031529"
9,Leychert,99,105,9166,"42.9461349991,1.72568604456"
9,Lézat-sur-Lèze,2348,2388,9167,"43.280210332,1.34476803133"
9,Lieurac,185,194,9168,"42.9850209725,1.79078001145"
9,Limbrassac,125,128,9169,"43.0110104704,1.84353239924"
9,Lissac,255,261,9170,"43.267238666,1.51045674353"
9,Lordat,70,70,9171,"42.7985041105,1.78455165815"
9,Loubaut,26,26,9172,"43.1881252111,1.28310345305"
9,Loubens,281,286,9173,"43.0430976217,1.5546667982"
9,Loubières,355,368,9174,"43.0097766189,1.59427619307"
9,Ludiès,94,98,9175,"43.1204279792,1.71727869146"
9,Luzenac,521,530,9176,"42.7200086673,1.74308334552"
9,Madière,241,247,9177,"43.1091748089,1.51121426863"
9,Malegoude,45,49,9178,"43.1120592505,1.93343728109"
9,Malléon,78,79,9179,"43.0330014748,1.71547943736"
9,Manses,120,121,9180,"43.1073463894,1.8140686681"
9,Le Mas-d'Azil,1145,1154,9181,"43.0692744925,1.34937176896"
9,Massat,709,719,9182,"42.8756880579,1.37725705929"
9,Mauvezin-de-Prat,102,106,9183,"43.0324532484,0.992112596886"
9,Mauvezin-de-Sainte-Croix,45,46,9184,"43.0768014168,1.23243008757"
9,Mazères,3873,3956,9185,"43.2305454388,1.67905538155"
9,Méras,104,104,9186,"43.1823470835,1.3078528703"
9,Mercenac,355,365,9187,"43.0533409773,1.06840881939"
9,Mercus-Garrabet,1203,1227,9188,"42.8795171828,1.6442180232"
9,Mérens-les-Vals,168,172,9189,"42.6279300711,1.83436205641"
9,Mérigon,114,115,9190,"43.0906597398,1.20465385881"
9,Miglos,114,117,9192,"42.7798466891,1.60572144685"
9,Mijanès,61,61,9193,"42.7102290438,2.01220690511"
9,Mirepoix,3102,3226,9194,"43.1093995072,1.86916991814"
9,Monesple,30,30,9195,"43.0953255323,1.47652178879"
9,Montagagne,80,81,9196,"42.9638469564,1.41313214864"
9,Montaillou,17,17,9197,"42.7801887504,1.90255667259"
9,Montardit,207,211,9198,"43.0695601112,1.18585733449"
9,Montaut,696,714,9199,"43.186244822,1.65640135229"
9,Montbel,99,101,9200,"42.9784689513,1.96705977285"
9,Montégut-en-Couserans,78,79,9201,"42.9834376015,1.09301526592"
9,Montégut-Plantaurel,335,344,9202,"43.0757579679,1.49683578194"
9,Montels,156,165,9203,"43.0059500308,1.46985998541"
9,Montesquieu-Avantès,250,260,9204,"43.0350392135,1.21647131708"
9,Montfa,81,83,9205,"43.1005107546,1.28811198649"
9,Montferrier,534,547,9206,"42.8659061967,1.77079235235"
9,Montgaillard,1484,1515,9207,"42.9377639768,1.64370144319"
9,Montgauch,125,125,9208,"42.9945304885,1.07283965181"
9,Montjoie-en-Couserans,1034,1055,9209,"43.0152342505,1.17565361444"
9,Montoulieu,408,415,9210,"42.9040427071,1.60501449774"
9,Montségur,117,119,9211,"42.8427100582,1.82683539568"
9,Montseron,103,104,9212,"43.0208884939,1.31655733885"
9,Moulin-Neuf,243,246,9213,"43.072355696,1.94815938033"
9,Moulis,757,769,9214,"42.9438845213,1.09852869482"
9,Nalzen,122,126,9215,"42.9192383655,1.74790658512"
9,Nescus,62,63,9216,"42.9917806971,1.43531153938"
9,Niaux,154,156,9217,"42.8161799796,1.59941091068"
9,Orgeix,88,89,9218,"42.6754737936,1.87610097386"
9,Orgibet,195,199,9219,"42.9263246353,0.938509265904"
9,Orlu,164,167,9220,"42.6581771284,1.93694023792"
9,Ornolac-Ussat-les-Bains,243,246,9221,"42.822281281,1.64644484913"
9,Orus,26,26,9222,"42.7941338895,1.51226852239"
9,Oust,555,562,9223,"42.8601715616,1.23475872502"
9,Pailhès,474,482,9224,"43.1002752651,1.44680858932"
9,Pamiers,15659,16137,9225,"43.1234860673,1.61523399037"
9,Pech,37,37,9226,"42.7627973715,1.68798310232"
9,Péreille,199,202,9227,"42.9291256621,1.80848741794"
9,Perles-et-Castelet,224,229,9228,"42.7186237095,1.77447704915"
9,Le Peyrat,465,473,9229,"42.9558799437,1.92773507045"
9,Le Pla,60,60,9230,"42.6879125968,2.05616287931"
9,Le Port,164,165,9231,"42.8356989476,1.38584993584"
9,Prades,32,32,9232,"42.7908714582,1.86049568072"
9,Pradettes,47,48,9233,"42.9912311784,1.82115951779"
9,Pradières,119,122,9234,"42.9611572235,1.65602192048"
9,Prat-Bonrepaux,864,880,9235,"43.0312285165,1.02890152351"
9,Prayols,368,384,9236,"42.9217087412,1.60137253645"
9,Le Puch,30,31,9237,"42.7207669696,2.09926724082"
9,Les Pujols,831,848,9238,"43.0917243273,1.71845001991"
9,Quérigut,136,137,9239,"42.6833720456,2.11436748471"
9,Quié,297,300,9240,"42.8425853909,1.58955333024"
9,Rabat-les-Trois-Seigneurs,366,371,9241,"42.8457065317,1.49314286744"
9,Raissac,53,54,9242,"42.9416681862,1.81553522822"
9,Régat,84,87,9243,"42.9885315709,1.88732041565"
9,Rieucros,712,724,9244,"43.0760375517,1.76327077527"
9,Rieux-de-Pelleport,1284,1319,9245,"43.0579984327,1.59934492972"
9,Rimont,529,549,9246,"42.9878381325,1.28379661881"
9,Rivèrenert,163,172,9247,"42.951363295,1.26184128734"
9,Roquefixade,147,151,9249,"42.9332936149,1.76440291493"
9,Roquefort-les-Cascades,93,95,9250,"42.9610533574,1.74338927244"
9,Roumengoux,166,174,9251,"43.0761211234,1.92438263558"
9,Rouze,88,88,9252,"42.740259004,2.07130727473"
9,Sabarat,384,390,9253,"43.0975088252,1.39998085844"
9,Saint-Amadou,241,247,9254,"43.1112959391,1.71491289388"
9,Saint-Amans,43,43,9255,"43.1595834502,1.5479581856"
9,Saint-Bauzeil,58,58,9256,"43.082423951,1.58105497045"
9,Sainte-Croix-Volvestre,620,636,9257,"43.1197309589,1.17100553891"
9,Saint-Félix-de-Rieutord,464,473,9258,"43.0441550256,1.66977441855"
9,Saint-Félix-de-Tournegat,152,156,9259,"43.1236879845,1.75631301429"
9,Sainte-Foi,29,29,9260,"43.1257603127,1.9172086969"
9,Saint-Girons,6418,6819,9261,"42.9752923045,1.15326595533"
9,Saint-Jean-d'Aigues-Vives,382,388,9262,"42.9189081448,1.87680686803"
9,Saint-Jean-du-Castillonnais,22,23,9263,"42.9521955213,0.928566795359"
9,Saint-Jean-de-Verges,1275,1293,9264,"43.0129896461,1.63277165832"
9,Saint-Jean-du-Falga,2859,2922,9265,"43.0862015725,1.62439338858"
9,Saint-Julien-de-Gras-Capou,66,68,9266,"43.0367157947,1.85651898742"
9,Saint-Lary,127,129,9267,"42.9005720195,0.868448000614"
9,Saint-Lizier,1365,1396,9268,"42.9998808556,1.12929754476"
9,Saint-Martin-de-Caralp,363,374,9269,"42.9919399277,1.53796781616"
9,Saint-Martin-d'Oydes,220,225,9270,"43.1661314489,1.48369592125"
9,Saint-Michel,81,83,9271,"43.1325345547,1.50200100913"
9,Saint-Paul-de-Jarrat,1330,1357,9272,"42.8959154584,1.67206872652"
9,Saint-Pierre-de-Rivière,665,688,9273,"42.9664677033,1.55739954781"
9,Saint-Quentin-la-Tour,337,343,9274,"43.0310774856,1.90668418489"
9,Saint-Quirc,371,379,9275,"43.2790165591,1.50232499606"
9,Saint-Victor-Rouzaud,220,230,9276,"43.0879036515,1.54799869593"
9,Saint-Ybars,690,701,9277,"43.2421519244,1.39839166457"
9,Salsein,47,49,9279,"42.9042685919,1.00165723674"
9,Saurat,641,650,9280,"42.883738441,1.50479848751"
9,Sautel,121,123,9281,"42.9679030208,1.81630442967"
9,Saverdun,4828,4986,9282,"43.2265667321,1.57373634569"
9,Savignac-les-Ormeaux,389,404,9283,"42.6824950812,1.77944672349"
9,Ségura,187,193,9284,"43.032230727,1.69275443805"
9,Seix,708,722,9285,"42.8178331497,1.14814568291"
9,Senconac,13,13,9287,"42.8128619696,1.71656632425"
9,Lorp-Sentaraille,1491,1526,9289,"43.0159566285,1.10827434601"
9,Sentein,155,158,9290,"42.8358878297,0.920341995173"
9,Sentenac-d'Oust,105,108,9291,"42.8662042438,1.14021822329"
9,Sentenac-de-Sérou,56,56,9292,"42.9454493638,1.3950868349"
9,Serres-sur-Arget,680,690,9293,"42.9701435492,1.5043958432"
9,Sieuras,103,104,9294,"43.1922641286,1.34376526117"
9,Siguer,95,95,9295,"42.7082898185,1.55315444474"
9,Aulos-Sinsat,152,154,9296,"42.8010692971,1.66015755913"
9,Sor,28,28,9297,"42.9194982505,1.01182252209"
9,Sorgeat,80,82,9298,"42.7441981533,1.88816623684"
9,Soueix-Rogalle,426,433,9299,"42.8967635679,1.19463483145"
9,Soula,174,181,9300,"42.9407714858,1.69062685843"
9,Soulan,376,378,9301,"42.9162917459,1.2434207"
9,Surba,322,330,9303,"42.8596289181,1.5816290081"
9,Suzan,14,15,9304,"43.0294117749,1.43489468125"
9,Tabre,354,362,9305,"42.9887730653,1.85527536591"
9,Tarascon-sur-Ariège,3024,3056,9306,"42.8461514685,1.59648461871"
9,Taurignan-Castet,158,160,9307,"43.0599556813,1.10196353645"
9,Taurignan-Vieux,208,216,9308,"43.0434128319,1.11433094449"
9,Teilhet,152,154,9309,"43.0973378632,1.78252133871"
9,Thouars-sur-Arize,47,49,9310,"43.1819071244,1.23707299493"
9,Tignac,22,22,9311,"42.7506713601,1.79915182635"
9,La Tour-du-Crieu,3218,3286,9312,"43.1046663015,1.6669791178"
9,Tourtouse,155,162,9313,"43.090555845,1.13719287262"
9,Tourtrol,274,289,9314,"43.0689607654,1.79942821361"
9,Trémoulet,129,129,9315,"43.1581445353,1.71715487166"
