CODDEP,COM,PMUN,PTOT,Id_codedep_codecommune,Geolocalisation
58,Fours,642,649,58118,"46.8089651055,3.72049071948"
58,Frasnay-Reugny,82,85,58119,"46.9922185296,3.52773836273"
58,Gâcogne,224,224,58120,"47.2332591371,3.87853362588"
58,Garchizy,3740,3786,58121,"47.0432163647,3.09375234427"
58,Garchy,425,433,58122,"47.2771676376,3.05332788878"
58,Germenay,129,138,58123,"47.2891665195,3.60058784085"
58,Germigny-sur-Loire,769,778,58124,"47.0779068845,3.04792148383"
58,Gien-sur-Cure,95,97,58125,"47.1456570657,4.09021461672"
58,Gimouille,450,457,58126,"46.9412562853,3.09837395371"
58,Giry,188,191,58127,"47.2145145857,3.33712972505"
58,Glux-en-Glenne,91,91,58128,"46.9557860799,4.0213723533"
58,Gouloux,176,181,58129,"47.2305921605,4.0840074367"
58,Grenois,95,97,58130,"47.3214591393,3.52128232179"
58,Guérigny,2510,2550,58131,"47.0928544134,3.21281103733"
58,Guipy,227,238,58132,"47.2288349928,3.57914407014"
58,Héry,73,75,58133,"47.2623486952,3.59205862673"
58,Imphy,3202,3240,58134,"46.9351930768,3.2810945093"
58,Isenay,102,102,58135,"46.9182601112,3.71038298673"
58,Jailly,68,70,58136,"47.0855636389,3.46962108333"
58,Lamenay-sur-Loire,68,68,58137,"46.7499702083,3.57600499117"
58,Langeron,357,367,58138,"46.8169584148,3.08314704096"
58,Lanty,116,116,58139,"46.8028139778,3.82941818317"
58,Larochemillay,231,236,58140,"46.8904175771,3.98533892675"
58,Lavault-de-Frétoy,71,71,58141,"47.1054408095,4.02164055616"
58,Limanton,239,243,58142,"46.9799380877,3.74070604967"
58,Limon,144,149,58143,"46.9651256644,3.38472580613"
58,Livry,698,704,58144,"46.7686585382,3.07241225301"
58,Lormes,1273,1302,58145,"47.2894645643,3.82491613793"
58,Lucenay-lès-Aix,978,997,58146,"46.6979583473,3.49166232072"
58,Lurcy-le-Bourg,278,283,58147,"47.1656078028,3.39665729196"
58,Luthenay-Uxeloup,615,626,58148,"46.8534809432,3.26854590349"
58,Luzy,1988,2026,58149,"46.7965929965,3.99922728747"
58,Lys,110,116,58150,"47.334846257,3.59874573794"
58,La Machine,3240,3293,58151,"46.8916874308,3.46212793801"
58,Magny-Cours,1395,1422,58152,"46.8900521667,3.15435874916"
58,Magny-Lormes,71,73,58153,"47.2909908741,3.74767215343"
58,La Maison-Dieu,117,118,58154,"47.4216053148,3.66770508444"
58,La Marche,561,578,58155,"47.148869332,3.04010611601"
58,Marcy,145,147,58156,"47.3172612368,3.40361734697"
58,Marigny-l'Eglise,282,298,58157,"47.3451872372,3.94113791416"
58,Mars-sur-Allier,306,312,58158,"46.8583738333,3.08787262562"
58,Marigny-sur-Yonne,197,200,58159,"47.287657405,3.64242914164"
58,Marzy,3724,3925,58160,"46.9838677741,3.0926104206"
58,Maux,144,144,58161,"47.038265018,3.77347419012"
58,Menestreau,110,111,58162,"47.4095765836,3.26147861119"
58,Menou,185,188,58163,"47.3684390837,3.28332694453"
58,Mesves-sur-Loire,667,695,58164,"47.2305535189,3.00466811976"
58,Metz-le-Comte,160,167,58165,"47.3930715612,3.63564973338"
58,Mhère,231,233,58166,"47.1949524122,3.86024509237"
58,Millay,441,446,58168,"46.8347484024,3.99024145825"
58,Moissy-Moulinot,15,18,58169,"47.3274392813,3.70660052795"
58,Monceaux-le-Comte,122,124,58170,"47.3317643391,3.66490728626"
58,Montapas,289,291,58171,"47.0809802706,3.58450998335"
58,Montambert,122,124,58172,"46.770548443,3.68356679841"
58,Montaron,158,158,58173,"46.8762307221,3.74836898416"
58,Montenoison,120,122,58174,"47.2188062149,3.42097761698"
58,Mont-et-Marré,157,158,58175,"47.0889728299,3.64523773772"
58,Montigny-aux-Amognes,634,657,58176,"47.0255912053,3.27904541582"
58,Montigny-en-Morvan,281,282,58177,"47.1446460147,3.86175539037"
58,Montigny-sur-Canne,153,155,58178,"46.9429617618,3.65775331444"
58,Montreuillon,259,266,58179,"47.1714740778,3.79148953079"
58,Montsauche-les-Settons,513,516,58180,"47.2140724484,4.03362547677"
58,Moraches,145,150,58181,"47.2847629548,3.54492476259"
58,Moulins-Engilbert,1445,1469,58182,"46.9731661302,3.81182294166"
58,Mouron-sur-Yonne,97,98,58183,"47.1984538221,3.74007897525"
58,Moussy,103,104,58184,"47.1965140139,3.4589921021"
58,Moux-en-Morvan,529,533,58185,"47.1694217154,4.13049282693"
58,Murlin,69,70,58186,"47.1954955945,3.17316291743"
58,Myennes,518,524,58187,"47.4543629223,2.94370342447"
58,Nannay,114,117,58188,"47.2606508434,3.16417632976"
58,Narcy,478,482,58189,"47.2328455003,3.10662279955"
58,Neuffontaines,105,107,58190,"47.3499035349,3.74055126391"
58,Neuilly,113,116,58191,"47.2406097442,3.51510509101"
58,Neuville-lès-Decize,218,227,58192,"46.7746439982,3.30128534052"
58,Neuvy-sur-Loire,1410,1441,58193,"47.5317453883,2.89007280988"
58,Nevers,33005,34069,58194,"46.9881194908,3.15689130958"
58,La Nocle-Maulaix,279,280,58195,"46.7633667466,3.76335478199"
58,Nolay,347,350,58196,"47.1179113926,3.33180523455"
58,Nuars,159,160,58197,"47.388402075,3.70962662782"
58,Oisy,301,306,58198,"47.4715736996,3.45107563466"
58,Onlay,154,158,58199,"46.9672902471,3.89557358975"
58,Ouagne,149,150,58200,"47.4020463013,3.49846601652"
58,Oudan,143,146,58201,"47.3420705967,3.32896873722"
58,Ougny,24,24,58202,"47.0774917586,3.71108202561"
58,Oulon,63,64,58203,"47.198088576,3.40068802026"
58,Vaux d'Amognes,540,548,58204,"47.0613273631,3.30090661535"
58,Ouroux-en-Morvan,600,607,58205,"47.1892092482,3.95313922801"
58,Parigny-la-Rose,36,36,58206,"47.3307435797,3.45512612247"
58,Parigny-les-Vaux,970,1002,58207,"47.1005907771,3.14628705959"
58,Pazy,296,306,58208,"47.2261642942,3.63097657563"
58,Perroy,150,155,58209,"47.4048215524,3.16453961922"
58,Planchez,301,305,58210,"47.1427917023,4.02625107605"
58,Poil,147,150,58211,"46.8732226807,4.05560457368"
58,Poiseux,328,332,58212,"47.1203587052,3.23981973484"
58,Pougny,467,476,58213,"47.3940156932,3.02397404784"
58,Pougues-les-Eaux,2355,2406,58214,"47.0759346437,3.09656237194"
58,Pouilly-sur-Loire,1606,1630,58215,"47.2802139612,2.98240910916"
58,Pouques-Lormes,158,161,58216,"47.3242466095,3.77724647553"
58,Pousseaux,198,201,58217,"47.4985703451,3.54164743196"
58,Prémery,1823,1850,58218,"47.1734370453,3.32035271062"
58,Préporché,208,212,58219,"46.9362843762,3.86451394261"
58,Raveau,654,664,58220,"47.1789620063,3.11552861009"
58,Rémilly,150,152,58221,"46.8282746226,3.79337792444"
58,Rix,159,160,58222,"47.4284202802,3.49827889196"
58,Rouy,630,638,58223,"47.0382901584,3.54022524667"
58,Ruages,89,93,58224,"47.3117824259,3.68294903942"
58,Saincaize-Meauce,369,376,58225,"46.9074250385,3.08679775967"
58,Saint-Agnan,131,133,58226,"47.3229791004,4.09119317284"
58,Saint-Amand-en-Puisaye,1225,1250,58227,"47.548454274,3.07830606651"
58,Saint-Andelain,580,584,58228,"47.3106333891,2.98007868063"
58,Saint-André-en-Morvan,311,316,58229,"47.3985163696,3.85566396441"
58,Saint-Aubin-des-Chaumes,71,71,58230,"47.3901624546,3.75721572087"
58,Saint-Aubin-les-Forges,392,400,58231,"47.1430333562,3.18841485018"
58,Saint-Benin-d'Azy,1265,1285,58232,"46.9959427892,3.40477178304"
58,Saint-Benin-des-Bois,166,173,58233,"47.1194281851,3.40476489067"
58,Saint-Bonnot,144,145,58234,"47.2460224588,3.30695653573"
58,Saint-Brisson,260,263,58235,"47.2676919884,4.09479104131"
58,Sainte-Colombe-des-Bois,135,137,58236,"47.3209444056,3.15350066237"
58,Saint-Didier,29,31,58237,"47.3478980035,3.62016798803"
58,Saint-Eloi,2221,2271,58238,"46.9901181067,3.22198605099"
58,Saint-Firmin,159,161,58239,"47.0392467272,3.39435546081"
58,Saint-Franchy,77,79,58240,"47.1512468042,3.45504416231"
58,Saint-Germain-Chassenay,316,320,58241,"46.7812644833,3.39785224897"
58,Saint-Germain-des-Bois,125,125,58242,"47.3688689171,3.51935768956"
58,Saint-Gratien-Savigny,116,119,58243,"46.9008929887,3.65901244789"
58,Saint-Hilaire-en-Morvan,217,224,58244,"47.0682831624,3.88728791714"
58,Saint-Hilaire-Fontaine,166,170,58245,"46.7751245255,3.63613180182"
58,Saint-Honoré-les-Bains,714,727,58246,"46.899599449,3.85391051025"
58,Saint-Jean-aux-Amognes,484,491,58247,"47.0088136491,3.34145655138"
58,Saint-Laurent-l'Abbaye,214,219,58248,"47.3370394747,2.99458105958"
58,Saint-Léger-de-Fougeret,352,354,58249,"47.0085324049,3.90770959425"
58,Saint-Léger-des-Vignes,1863,1909,58250,"46.8489006615,3.45264311674"
58,Saint-Loup,474,481,58251,"47.4524727684,3.00689474871"
58,Saint-Malo-en-Donziois,127,130,58252,"47.3114598029,3.27714440768"
58,Sainte-Marie,78,83,58253,"47.111632983,3.44705005669"
58,Saint-Martin-d'Heuille,570,583,58254,"47.0480526526,3.23272615742"
58,Saint-Martin-du-Puy,279,284,58255,"47.3309047004,3.87554072718"
58,Saint-Martin-sur-Nohain,376,389,58256,"47.3584010694,2.98825176159"
58,Saint-Maurice,64,64,58257,"47.1123966682,3.56924225444"
58,Saint-Ouen-sur-Loire,561,567,58258,"46.8992684036,3.3202343008"
58,Saint-Parize-en-Viry,144,147,58259,"46.7536799214,3.36701488719"
58,Saint-Parize-le-Châtel,1246,1273,58260,"46.8507546576,3.18416300393"
58,Saint-Père,1059,1079,58261,"47.4038457466,2.97705623439"
58,Saint-Péreuse,212,219,58262,"47.0590546372,3.80877052884"
58,Saint-Pierre-du-Mont,170,172,58263,"47.3972230217,3.44528921516"
58,Saint-Pierre-le-Moûtier,1879,1905,58264,"46.7917213568,3.14035365486"
58,Saint-Quentin-sur-Nohain,94,97,58265,"47.3245431361,3.02155254017"
58,Saint-Révérien,155,155,58266,"47.2035107176,3.50777909865"
58,Saint-Saulge,724,804,58267,"47.1016983299,3.51951300252"
58,Saint-Seine,196,201,58268,"46.7247057323,3.81621435"
58,Saint-Sulpice,413,423,58269,"47.0624951748,3.36019421637"
58,Saint-Vérain,351,357,58270,"47.4869956669,3.03383994779"
58,Saizy,187,190,58271,"47.3561828054,3.69933759931"
58,Sardy-lès-Epiry,108,112,58272,"47.1956477659,3.68999413618"
58,Sauvigny-les-Bois,1434,1474,58273,"46.977062374,3.2660919409"
58,Savigny-Poil-Fol,115,118,58274,"46.7831055479,3.83512689838"
58,Saxi-Bourdon,297,301,58275,"47.056209327,3.48742996327"
58,Sémelay,221,224,58276,"46.8611632045,3.86209285887"
58,Sermages,191,198,58277,"47.0153050339,3.84090611605"
58,Sermoise-sur-Loire,1482,1550,58278,"46.9469146489,3.18310220464"
58,Sichamps,180,186,58279,"47.1558171574,3.27638586284"
58,Sougy-sur-Loire,598,614,58280,"46.8604832973,3.40636403321"
58,Suilly-la-Tour,596,610,58281,"47.3335127052,3.07213356568"
58,Surgy,333,344,58282,"47.513493834,3.50606920534"
58,Taconnay,74,76,58283,"47.312512267,3.48949357869"
58,Talon,38,40,58284,"47.3349431775,3.55610298077"
58,Tamnay-en-Bazois,160,165,58285,"47.0541382549,3.72330912305"
58,Tannay,575,585,58286,"47.3614608414,3.58125302901"
58,Tazilly,191,195,58287,"46.7589535788,3.91377772769"
58,Teigny,102,104,58288,"47.3880495543,3.66896170005"
58,Ternant,189,189,58289,"46.7519793961,3.84842348353"
58,Thaix,46,47,58290,"46.8493225096,3.71331013498"
58,Thianges,176,176,58291,"46.9121380764,3.49075278698"
58,Tintury,167,167,58292,"47.0011371502,3.58766803098"
58,Toury-Lurcy,416,420,58293,"46.7373495509,3.42432236339"
58,Toury-sur-Jour,119,121,58294,"46.729128696,3.25509046367"
58,Tracy-sur-Loire,986,1001,58295,"47.3288567643,2.91378042455"
58,Tresnay,137,137,58296,"46.700299942,3.19457698203"
58,Trois-Vèvres,243,244,58297,"46.9112215122,3.42242349709"
58,Tronsanges,398,407,58298,"47.1171713979,3.05070672439"
58,Trucy-l'Orgueilleux,219,222,58299,"47.4516802367,3.40054273995"
58,Urzy,1746,1781,58300,"47.0592677863,3.20126668844"
58,Vandenesse,298,303,58301,"46.9128337385,3.77795147316"
58,Varennes-lès-Narcy,928,933,58302,"47.2120070847,3.06549723601"
58,Varennes-Vauzelles,9201,9378,58303,"47.0372879565,3.14354311851"
58,Varzy,1103,1303,58304,"47.356767544,3.38692732286"
58,Vauclaix,135,137,58305,"47.2273609671,3.81810901103"
58,Verneuil,296,305,58306,"46.8603735972,3.58244196837"
58,Vielmanay,179,183,58307,"47.2776012604,3.11071354211"
58,Vignol,62,62,58308,"47.3582002671,3.66211871646"
58,Villapourçon,407,415,58309,"46.9380595323,3.95652709792"
58,Villiers-le-Sec,48,49,58310,"47.3770117779,3.43752498324"
58,Ville-Langy,242,248,58311,"46.9377064471,3.50190643749"
58,Villiers-sur-Yonne,269,278,58312,"47.4134941256,3.54865482568"
58,Vitry-Laché,80,84,58313,"47.1914761708,3.56906711354"
59,Abancourt,469,482,59001,"50.2368696873,3.20731301738"
59,Abscon,4309,4343,59002,"50.3283410844,3.29787586969"
59,Aibes,372,378,59003,"50.233709404,4.09622701433"
59,Aix-en-Pévèle,1320,1334,59004,"50.498421043,3.30536772065"
59,Allennes-les-Marais,3456,3515,59005,"50.5417063572,2.94865877262"
59,Amfroipret,216,224,59006,"50.2776390302,3.73565394566"
59,Anhiers,890,899,59007,"50.4047718446,3.15371031857"
59,Aniche,10085,10168,59008,"50.330855319,3.25574141604"
59,Villeneuve-d'Ascq,61957,62613,59009,"50.6324372393,3.1535257221"
59,Anneux,259,261,59010,"50.1570164384,3.12505671113"
59,AnnÅ“ullin,10471,10583,59011,"50.5265153703,2.92753629479"
59,Anor,3221,3266,59012,"49.9949415311,4.11785622281"
59,Anstaing,1517,1533,59013,"50.603523536,3.18920215192"
59,Anzin,13329,13411,59014,"50.3753643424,3.51113183833"
59,Arleux,3177,3204,59015,"50.2820675827,3.11314479871"
59,Armbouts-Cappel,2200,2247,59016,"50.981590247,2.34855524915"
59,Armentières,24909,25269,59017,"50.6913797537,2.8797155328"
59,Arnèke,1570,1587,59018,"50.8416889858,2.41843292762"
59,Artres,1061,1073,59019,"50.2956596119,3.53884943565"
59,Assevent,1815,1833,59021,"50.2884411784,4.01973285077"
59,Attiches,2261,2293,59022,"50.5138938279,3.06223374765"
59,Aubencheul-au-Bac,546,553,59023,"50.2518526914,3.16168773742"
59,Auberchicourt,4551,4580,59024,"50.3299785774,3.22782402703"
59,Aubers,1674,1696,59025,"50.5960514415,2.81995366841"
59,Aubigny-au-Bac,1166,1183,59026,"50.2659759447,3.16874604317"
59,Aubry-du-Hainaut,1705,1720,59027,"50.3759590091,3.4522066329"
59,Auby,7239,7273,59028,"50.4142959158,3.06115822735"
59,Auchy-lez-Orchies,1502,1523,59029,"50.480622996,3.19519541331"
59,Audignies,372,376,59031,"50.2783465062,3.82456125193"
59,Aulnoy-lez-Valenciennes,7224,7295,59032,"50.3261545044,3.53764264287"
59,Aulnoye-Aymeries,8840,9080,59033,"50.2058749072,3.83263118494"
59,Avelin,2641,2685,59034,"50.5397882047,3.08608433822"
59,Avesnelles,2371,2417,59035,"50.1056589526,3.95096845588"
59,Avesnes-sur-Helpe,4195,4333,59036,"50.1242937124,3.92754898552"
59,Avesnes-les-Aubert,3630,3664,59037,"50.1911782213,3.37676857334"
59,Avesnes-le-Sec,1449,1466,59038,"50.2483988689,3.37145460907"
59,Awoingt,816,834,59039,"50.153637436,3.28601914646"
59,Bachant,2291,2308,59041,"50.2081006997,3.8751600192"
59,Bachy,1791,1820,59042,"50.5435916608,3.26883958433"
59,Bailleul,15163,15404,59043,"50.7274252798,2.7379912081"
59,Baisieux,4777,4826,59044,"50.6111718868,3.24121907398"
59,Baives,167,171,59045,"50.0673923236,4.20393625141"
59,Bambecque,812,823,59046,"50.9087831017,2.56046766711"
59,Banteux,349,352,59047,"50.0656630113,3.18790046791"
59,Bantigny,523,534,59048,"50.2342835957,3.23612444557"
59,Bantouzelle,437,444,59049,"50.0579473391,3.22511810175"
59,Bas-Lieu,344,352,59050,"50.1443528184,3.95104519087"
59,La Bassée,6509,6560,59051,"50.5397647046,2.80910290453"
59,Bauvin,5086,5130,59052,"50.5162714452,2.89367809062"
59,Bavay,3264,3324,59053,"50.2936087618,3.80308794658"
59,Bavinchove,998,1006,59054,"50.7749510357,2.44160500507"
59,Bazuel,511,522,59055,"50.0816021977,3.59590423049"
59,Beaucamps-Ligny,851,874,59056,"50.6062622747,2.9147903974"
59,Beaudignies,561,575,59057,"50.2296082323,3.58590888572"
59,Beaufort,1014,1028,59058,"50.2183201415,3.96567972154"
59,Beaumont-en-Cambrésis,441,445,59059,"50.1265847908,3.45162407092"
59,Beaurain,234,237,59060,"50.1779797016,3.55059200886"
59,Beaurepaire-sur-Sambre,266,268,59061,"50.0605483796,3.79605984174"
59,Beaurieux,164,170,59062,"50.1779588737,4.13702062275"
59,Beauvois-en-Cambrésis,2004,2024,59063,"50.1403335661,3.38449590227"
59,Bellaing,1261,1273,59064,"50.3659312022,3.42553238229"
59,Bellignies,813,823,59065,"50.3225210245,3.76276954523"
59,Bérelles,156,161,59066,"50.2136798325,4.10541703727"
59,Bergues,3600,3644,59067,"50.9691920635,2.43268784817"
59,Berlaimont,3175,3211,59068,"50.2057229954,3.79391306597"
59,Bermerain,736,748,59069,"50.2575420594,3.5398919082"
59,Bermeries,371,375,59070,"50.2847571566,3.74905320173"
59,Bersée,2263,2310,59071,"50.4804538835,3.15078397856"
59,Bersillies,256,262,59072,"50.3244968872,3.99559417236"
59,Berthen,556,569,59073,"50.7779383016,2.6875622719"
59,Bertry,2168,2204,59074,"50.0823963526,3.43983505864"
59,Béthencourt,755,766,59075,"50.1426560397,3.42342136756"
59,Bettignies,310,315,59076,"50.3323628525,3.9686190609"
59,Bettrechies,257,263,59077,"50.3221407699,3.74013412317"
59,Beugnies,624,630,59078,"50.1628708508,3.99516722908"
59,Beuvrages,6809,6843,59079,"50.3883826633,3.50595410504"
59,Beuvry-la-Forêt,2796,2827,59080,"50.4499686964,3.28271096457"
59,Bévillers,572,578,59081,"50.158314463,3.39072994469"
59,Bierne,1801,1831,59082,"50.9713270565,2.40211995661"
59,Bissezeele,253,255,59083,"50.9131167962,2.40661835313"
59,Blaringhem,2059,2089,59084,"50.6905234393,2.409606447"
59,Blécourt,305,311,59085,"50.2175061105,3.21286001901"
59,Boeschepe,2155,2185,59086,"50.7989980219,2.69937041713"
59,BoÃ«seghem,750,763,59087,"50.6691135946,2.44242706344"
59,Bois-Grenier,1739,1760,59088,"50.6487129112,2.87274435291"
59,Bollezeele,1424,1454,59089,"50.8652273621,2.34136933381"
59,Bondues,9808,9989,59090,"50.7096656233,3.09529083038"
59,Borre,578,592,59091,"50.731528018,2.58086143092"
59,Bouchain,3924,3964,59092,"50.2808463643,3.3121651121"
59,Boulogne-sur-Helpe,341,346,59093,"50.0790302636,3.89209548407"
59,Bourbourg,7152,7202,59094,"50.9424001702,2.20355448436"
59,Bourghelles,1661,1700,59096,"50.5637205192,3.24739149692"
59,Boursies,402,407,59097,"50.1408057238,3.04441612391"
59,Bousbecque,4804,4858,59098,"50.7638184317,3.07542848088"
59,Bousies,1757,1771,59099,"50.151363705,3.61511089589"
59,Bousignies,348,352,59100,"50.4302087604,3.35488860191"
59,Bousignies-sur-Roc,387,398,59101,"50.2638826677,4.18728654005"
59,Boussières-en-Cambrésis,438,442,59102,"50.1638275467,3.37224279409"
59,Boussières-sur-Sambre,521,530,59103,"50.2410266122,3.8784480036"
59,Boussois,3194,3216,59104,"50.2948725712,4.04711513653"
59,Bouvignies,1532,1557,59105,"50.432750868,3.23662350637"
59,Bouvines,756,770,59106,"50.5822303153,3.19348904281"
59,Bray-Dunes,4495,4540,59107,"51.0730436867,2.52764870458"
59,Briastre,750,754,59108,"50.154815937,3.48675100947"
59,Brillon,771,780,59109,"50.4339939197,3.33534225599"
59,Brouckerque,1421,1451,59110,"50.9515630712,2.28707334994"
59,Broxeele,399,403,59111,"50.8279362343,2.32136721551"
59,Bruay-sur-l'Escaut,11258,11298,59112,"50.3973093421,3.53909152804"
59,Bruille-lez-Marchiennes,1361,1367,59113,"50.3559112318,3.24310396614"
59,Bruille-Saint-Amand,1667,1682,59114,"50.4652689949,3.50624365329"
59,Brunémont,709,713,59115,"50.2745061343,3.14482312096"
59,Bry,414,426,59116,"50.3162997425,3.68368839887"
59,Bugnicourt,1049,1061,59117,"50.2910659273,3.15468753018"
59,Busigny,2456,2481,59118,"50.0375979868,3.46602965443"
59,Buysscheure,609,618,59119,"50.806582613,2.33507855755"
59,CaÃ«stre,2019,2051,59120,"50.7566001349,2.60456655751"
59,Cagnoncles,618,625,59121,"50.185423787,3.31868765658"
59,Cambrai,32176,32794,59122,"50.1702775977,3.24221021072"
59,Camphin-en-Carembault,1699,1722,59123,"50.5106436194,2.99165906644"
59,Camphin-en-Pévèle,2499,2540,59124,"50.5923766053,3.25767476267"
59,Cantaing-sur-Escaut,404,413,59125,"50.1451657481,3.15708777258"
59,Cantin,1685,1699,59126,"50.3097701017,3.1238994061"
59,Capelle,145,150,59127,"50.2401009671,3.56039393735"
59,Capinghem,2537,2567,59128,"50.6474745374,2.96473852343"
59,Cappelle-en-Pévèle,2268,2295,59129,"50.5045434166,3.17433068381"
59,Cappelle-Brouck,1151,1170,59130,"50.8938368005,2.22204306272"
59,Cappelle-la-Grande,7920,7994,59131,"50.9960740777,2.37003367458"
59,Carnières,1020,1033,59132,"50.1649512039,3.34587128459"
59,Carnin,1033,1052,59133,"50.5196965937,2.96024467267"
59,Cartignies,1246,1256,59134,"50.0779397385,3.84271561148"
59,Cassel,2265,2365,59135,"50.795681277,2.49423243668"
59,Le Cateau-Cambrésis,7030,7171,59136,"50.0920093814,3.53922472873"
59,Catillon-sur-Sambre,805,813,59137,"50.0704090435,3.64485751091"
59,Cattenières,682,696,59138,"50.1329900452,3.33660861697"
59,Caudry,14121,14261,59139,"50.1187185043,3.4192394153"
59,Caullery,452,462,59140,"50.0824546804,3.37276572782"
59,Cauroir,567,582,59141,"50.1720373952,3.29914293305"
59,Cerfontaine,709,714,59142,"50.2591419146,4.02505740703"
59,La Chapelle-d'Armentières,8577,8671,59143,"50.6659536434,2.89558804665"
59,Château-l'Abbaye,862,872,59144,"50.4858024683,3.47414949128"
59,Chemy,772,784,59145,"50.5317873736,2.99537239927"
59,Chéreng,2973,3014,59146,"50.6108890768,3.20972154636"
59,Choisies,49,51,59147,"50.212677337,4.04878255804"
59,Clairfayts,361,362,59148,"50.1564472386,4.12464922424"
59,Clary,1088,1104,59149,"50.0684086956,3.39589708434"
59,Cobrieux,526,537,59150,"50.5391896198,3.24034953595"
59,Colleret,1617,1634,59151,"50.2598488269,4.084768244"
59,Comines,12788,12887,59152,"50.7497420422,3.01679477405"
59,Condé-sur-l'Escaut,9515,9569,59153,"50.4678612037,3.60589087978"
59,Coudekerque-Branche,20851,21144,59155,"51.0179541343,2.39580832593"
59,Courchelettes,2842,2874,59156,"50.3421628278,3.05975008268"
59,Cousolre,2205,2225,59157,"50.2372536419,4.15308223751"
59,Coutiches,3077,3122,59158,"50.4501366141,3.19335565357"
59,Craywick,668,674,59159,"50.9726285741,2.22142508421"
59,Crespin,4495,4525,59160,"50.4217331557,3.65237979993"
59,CrèvecÅ“ur-sur-l'Escaut,751,796,59161,"50.0727577904,3.26867770233"
59,Crochte,665,686,59162,"50.9238758959,2.39595026667"
59,Croix,20881,21157,59163,"50.6740689994,3.15464041723"
59,Croix-Caluyau,247,255,59164,"50.152088377,3.58548579583"
59,Cuincy,6400,6498,59165,"50.3743818914,3.03412629786"
59,Curgies,1337,1373,59166,"50.3253821605,3.60666630753"
59,Cuvillers,198,199,59167,"50.2219798771,3.23832511042"
59,Cysoing,4849,4918,59168,"50.5639123041,3.21398704215"
59,Damousies,202,206,59169,"50.2195042293,4.00850987305"
59,Dechy,5360,5393,59170,"50.3495940778,3.1299861719"
59,Dehéries,37,39,59171,"50.0505594446,3.34352939122"
59,Denain,19877,19999,59172,"50.3299660733,3.3898623357"
59,Deûlémont,1818,1843,59173,"50.7280171454,2.96967815507"
59,Dimechaux,330,332,59174,"50.1970283505,4.04666180439"
59,Dimont,310,319,59175,"50.1830406458,4.02228377235"
59,Doignies,326,329,59176,"50.1321485769,3.01379384494"
59,Dompierre-sur-Helpe,857,871,59177,"50.1420178536,3.8595206672"
59,Douai,39613,40471,59178,"50.3823195335,3.09145683114"
59,Douchy-les-Mines,10293,10325,59179,"50.2994352925,3.38947295524"
59,Le Doulieu,1466,1485,59180,"50.6800093864,2.69977444114"
59,Dourlers,551,557,59181,"50.1745636905,3.94546756925"
59,Drincham,266,272,59182,"50.9104379281,2.31996661732"
59,Dunkerque,86279,87547,59183,"51.0307229078,2.33752414095"
59,Ebblinghem,658,668,59184,"50.734564266,2.41884672597"
59,Ecaillon,1963,1976,59185,"50.3482315234,3.21529635453"
59,Eccles,80,81,59186,"50.1988413348,4.09813341605"
59,Eclaibes,268,273,59187,"50.1999798551,3.93837593672"
59,Ecuélin,140,144,59188,"50.1924531151,3.89604149257"
59,Eecke,1221,1247,59189,"50.7800648549,2.59723080781"
59,Elesmes,986,1000,59190,"50.3048578036,4.01140019092"
59,Elincourt,625,630,59191,"50.0457660349,3.37059499043"
59,Emerchicourt,847,894,59192,"50.3117441641,3.25561088678"
59,Emmerin,3108,3133,59193,"50.5908761975,3.00549490357"
59,Englefontaine,1282,1305,59194,"50.1933240477,3.64157019307"
59,Englos,613,622,59195,"50.6262888459,2.9579931684"
59,Ennetières-en-Weppes,1304,1323,59196,"50.640484704,2.93312247961"
59,Ennevelin,2236,2258,59197,"50.5387195422,3.12792567754"
59,Eppe-Sauvage,248,248,59198,"50.1185512931,4.16530475504"
59,Erchin,686,697,59199,"50.3168262116,3.17348026694"
59,Eringhem,504,510,59200,"50.889329927,2.31351250902"
59,Erquinghem-le-Sec,597,608,59201,"50.6103293262,2.93381789085"
59,Erquinghem-Lys,5316,5356,59202,"50.6700847929,2.84140786831"
59,Erre,1587,1596,59203,"50.3693524443,3.31597211762"
59,Escarmain,484,488,59204,"50.2236333668,3.54874778179"
59,Escaudain,9682,9725,59205,"50.3339160351,3.34129451552"
59,EscaudÅ“uvres,3218,3246,59206,"50.1924313857,3.27406978358"
59,Escautpont,4208,4236,59207,"50.4239013457,3.5531225813"
59,Escobecques,304,314,59208,"50.6212631237,2.93273720306"
59,Esnes,674,682,59209,"50.0953832001,3.30848102705"
59,Esquelbecq,2116,2155,59210,"50.8902971553,2.42902144416"
59,Esquerchin,906,925,59211,"50.3859330394,3.00649318201"
59,Estaires,6461,6597,59212,"50.654423304,2.72156583757"
59,Estourmel,458,473,59213,"50.1518286613,3.32132515587"
59,Estrées,1103,1124,59214,"50.2977355864,3.07513052042"
59,Estreux,959,992,59215,"50.3527239271,3.60184515387"
59,Eswars,350,358,59216,"50.2182439323,3.26546336103"
59,Eth,346,353,59217,"50.3253571369,3.66687653832"
59,EtrÅ“ungt,1307,1322,59218,"50.0620601477,3.94319652795"
59,Estrun,712,720,59219,"50.2447242764,3.29498867507"
59,Faches-Thumesnil,18191,18313,59220,"50.593618421,3.07229537426"
59,Famars,2545,2614,59221,"50.3123396289,3.52179790977"
59,Faumont,2213,2258,59222,"50.4531008477,3.13526855992"
59,Le Favril,504,508,59223,"50.0938595271,3.71988086994"
